Task_ID,CPU_Usage (%),RAM_Usage (MB),Disk_IO (MB/s),Network_IO (MB/s),Priority,VM_ID,Execution_Time (s),Target (Optimal Scheduling)
14729,73,4403,47,23,2,104,7.75,0
14730,74,11091,76,27,1,106,8.47,0
14731,66,16094,25,27,3,105,3.04,1
14732,42,13026,14,34,1,104,3.9,1
14733,76,13766,56,23,3,100,7.21,0
14734,38,14636,73,28,1,108,7.78,0
14735,44,14133,99,1,3,105,6.82,0
14736,57,13508,86,21,2,109,1.6,1
14737,55,5615,37,20,3,105,8.64,0
14738,50,10121,32,5,3,103,7.87,0
14739,34,12014,38,4,1,105,1.57,1
14740,93,11990,55,38,3,106,2.52,1
14741,81,15322,7,37,1,105,1.33,1
14742,45,10407,33,31,1,101,5.16,0
14743,31,6910,80,29,3,103,9.67,0
14744,36,9670,15,13,3,109,7.23,0
14745,51,979,76,45,1,105,7.0,0
14746,33,1082,81,48,3,102,9.31,0
14747,36,668,23,14,2,107,4.69,1
14748,54,5619,11,34,1,100,8.27,0
14749,86,5424,62,40,3,102,2.85,1
14750,31,7759,71,17,3,103,8.91,0
14751,31,14084,80,45,2,108,3.11,1
14752,85,655,51,34,3,104,5.97,0
14753,72,9946,69,38,2,107,5.64,0
14754,55,13088,54,31,1,104,7.55,0
14755,74,2339,86,38,3,106,3.3,1
14756,50,12418,38,2,3,105,1.01,1
14757,43,5153,11,2,3,101,7.83,0
14758,40,1172,39,14,1,102,6.49,0
14759,39,4280,60,2,3,106,2.48,1
14760,57,1552,15,38,3,100,4.92,1
14761,42,3377,73,36,1,102,6.45,0
14762,72,7365,41,23,2,105,8.54,0
14763,36,11325,76,8,1,108,3.01,1
14764,50,3679,63,19,3,101,7.76,0
14765,62,2212,30,38,3,104,8.59,0
14766,83,12857,22,42,3,104,4.25,1
14767,73,15141,67,23,3,109,7.69,0
14768,75,12875,24,45,3,106,6.25,0
14769,80,11948,9,19,3,101,8.39,0
14770,79,13738,92,27,3,100,1.37,1
14771,77,4899,72,25,1,105,3.59,1
14772,93,5291,18,3,2,102,6.48,0
14773,34,7937,96,20,3,102,1.94,1
14774,41,10645,85,22,2,100,6.29,0
14775,90,15996,73,12,1,100,5.73,0
14776,75,12817,93,10,3,109,9.64,0
14777,59,10688,48,24,3,103,2.78,1
14778,83,4322,97,19,2,106,3.87,1
14779,86,2987,41,31,3,109,8.17,0
14780,86,523,44,27,1,102,6.83,0
14781,68,13810,76,15,1,109,7.98,0
14782,50,11200,15,37,2,105,2.24,1
14783,69,16187,25,46,3,108,7.42,0
14784,33,13612,84,48,2,100,1.25,1
14785,44,11381,76,32,3,106,6.15,0
14786,53,13648,32,35,3,107,6.86,0
14787,41,2339,92,49,1,106,3.86,1
14788,86,13525,94,6,3,100,8.29,0
14789,78,4000,44,49,3,100,2.04,1
14790,78,13328,84,42,2,100,5.09,0
14791,90,4248,40,30,1,101,9.19,0
14792,40,8597,34,49,2,103,5.33,0
14793,83,10405,44,25,2,101,7.13,0
14794,77,6052,28,21,1,105,2.71,1
14795,85,6338,5,36,3,102,7.41,0
14796,94,9786,70,8,3,108,2.64,1
14797,64,1636,84,34,1,105,7.08,0
14798,84,15752,9,25,1,100,8.27,0
14799,33,5642,39,16,2,104,5.6,0
14800,36,12761,67,31,3,104,9.93,0
14801,43,12982,61,27,1,104,1.35,1
14802,89,5166,38,18,3,105,8.28,0
14803,40,1344,16,10,1,109,2.19,1
14804,88,7949,64,27,1,109,4.58,1
14805,80,10338,61,1,3,102,5.61,0
14806,78,11546,35,21,1,108,3.54,1
14807,72,7182,81,48,1,102,5.85,0
14808,86,9982,14,25,3,101,9.63,0
14809,52,13034,32,44,1,109,4.55,1
14810,32,15126,95,28,1,100,5.11,0
14811,57,2688,78,48,2,107,9.65,0
14812,76,4939,81,47,3,105,7.62,0
14813,73,15363,67,48,2,105,7.07,0
14814,34,8888,51,8,2,109,7.52,0
14815,72,1522,53,10,2,107,7.36,0
14816,84,13863,71,25,3,107,5.4,0
14817,89,5739,10,6,3,100,5.65,0
14818,69,1411,31,8,1,105,1.45,1
14819,85,1800,43,18,1,102,6.87,0
14820,44,14164,70,27,3,106,9.18,0
14821,81,7290,94,36,1,108,9.47,0
14822,76,3312,94,24,1,104,5.77,0
14823,32,4265,49,7,1,106,9.19,0
14824,30,13717,7,8,3,101,4.7,1
14825,44,12534,31,3,2,108,7.94,0
14826,59,4903,49,36,1,104,4.72,1
14827,61,1762,15,20,2,100,6.25,0
14828,43,8975,92,15,2,104,8.56,0
14829,59,13205,51,42,3,102,8.46,0
14830,44,4112,46,40,1,101,2.86,1
14831,34,4880,67,14,2,103,9.18,0
14832,59,6595,7,11,3,106,4.57,1
14833,51,1121,25,37,2,101,4.51,1
14834,56,12428,62,18,1,106,7.67,0
14835,80,5129,98,28,3,106,2.09,1
14836,58,8006,67,47,2,100,7.42,0
14837,84,11051,64,5,1,108,1.35,1
14838,55,4651,17,10,3,107,8.84,0
14839,68,2813,92,7,2,101,9.81,0
14840,59,12833,54,7,1,106,2.31,1
14841,68,12159,98,25,2,109,2.79,1
14842,35,9225,53,24,1,105,5.24,0
14843,85,14664,75,31,2,103,4.54,1
14844,70,2848,47,15,2,107,9.96,0
14845,73,8608,79,35,2,100,6.74,0
14846,65,817,45,20,2,108,5.22,0
14847,56,1177,70,39,3,100,1.58,1
14848,50,13844,94,48,1,100,3.66,1
14849,81,983,62,4,3,105,4.78,1
14850,55,2811,98,45,1,101,8.29,0
14851,79,1603,55,28,2,106,2.76,1
14852,85,8674,77,41,2,107,1.31,1
14853,80,4448,52,11,3,109,1.38,1
14854,52,15079,70,16,2,106,1.27,1
14855,47,730,26,22,2,100,2.73,1
14856,60,16368,68,21,2,102,1.22,1
14857,38,5352,56,18,3,108,8.94,0
14858,81,1780,28,38,3,104,7.05,0
14859,38,10279,77,24,3,102,4.75,1
14860,73,1137,49,35,3,103,9.01,0
14861,52,10561,74,29,2,101,9.12,0
14862,58,7057,14,9,1,103,6.92,0
14863,87,8064,46,5,3,107,5.34,0
14864,85,9600,44,36,1,108,7.73,0
14865,33,3480,75,25,3,101,8.27,0
14866,52,10996,71,46,1,105,5.93,0
14867,34,2673,9,49,1,102,4.98,1
14868,93,5295,6,12,3,100,2.47,1
14869,87,6942,11,6,1,107,8.48,0
14870,34,9521,39,3,1,108,8.4,0
14871,48,11008,84,5,3,101,1.22,1
14872,64,6024,8,24,1,101,3.87,1
14873,65,12510,84,24,1,101,2.56,1
14874,52,2193,99,11,1,101,1.5,1
14875,30,15917,14,2,1,107,8.9,0
14876,71,3671,75,1,3,100,8.06,0
14877,59,3386,16,26,1,101,4.35,1
14878,83,5117,48,29,3,105,2.21,1
14879,84,13526,48,30,3,100,9.75,0
14880,69,13516,52,47,2,109,3.14,1
14881,47,9402,64,31,3,106,9.78,0
14882,42,15318,69,16,3,107,6.84,0
14883,33,5895,93,23,2,105,4.43,1
14884,56,1621,64,36,2,106,9.78,0
14885,41,8940,71,10,2,100,4.68,1
14886,76,11570,95,24,3,100,3.74,1
14887,90,9500,42,16,2,107,6.68,0
14888,64,16185,58,42,1,109,8.51,0
14889,41,3939,42,28,1,100,5.59,0
14890,48,10927,9,4,1,100,6.21,0
14891,88,8813,58,17,3,104,9.35,0
14892,53,1772,58,6,1,106,3.57,1
14893,31,11334,74,36,3,103,9.65,0
14894,63,11090,43,32,1,100,5.32,0
14895,60,1974,39,41,2,104,8.02,0
14896,84,8381,15,4,2,109,2.28,1
14897,51,8194,14,29,2,107,4.96,1
14898,70,13666,7,41,1,107,1.61,1
14899,51,16149,49,37,3,106,9.48,0
14900,60,10830,82,5,3,107,6.92,0
14901,44,3970,14,32,2,100,6.05,0
14902,46,822,41,33,2,109,7.94,0
14903,37,11940,36,13,3,106,6.55,0
14904,85,14350,66,1,3,104,6.56,0
14905,78,11173,83,27,3,106,9.84,0
14906,46,9014,94,12,1,101,9.77,0
14907,64,8069,61,1,1,103,4.87,1
14908,65,8729,62,47,2,105,7.43,0
14909,30,13391,16,6,2,100,4.37,1
14910,70,2029,75,6,2,104,5.92,0
14911,61,3094,33,5,1,103,3.09,1
14912,30,9713,25,8,3,104,9.79,0
14913,76,8365,12,40,2,100,9.81,0
14914,52,12389,77,5,1,104,5.4,0
14915,41,13494,74,27,1,107,4.88,1
14916,32,11161,6,24,1,109,6.18,0
14917,51,10681,47,44,3,105,3.0,1
14918,69,14595,14,30,3,101,6.38,0
14919,39,13554,38,22,3,103,4.31,1
14920,80,14764,38,29,1,101,8.0,0
14921,94,13302,38,32,1,100,9.63,0
14922,84,4518,91,44,2,107,4.25,1
14923,51,12065,69,18,1,107,9.12,0
14924,60,11096,39,31,1,105,8.62,0
14925,64,7356,25,17,1,106,2.5,1
14926,32,14772,78,22,3,100,3.84,1
14927,86,11576,44,4,1,107,1.58,1
14928,37,7444,96,42,1,101,2.36,1
14929,52,14334,22,28,2,100,3.88,1
14930,30,8337,15,1,2,108,1.76,1
14931,65,2421,68,30,1,108,3.02,1
14932,56,14778,70,26,1,105,2.65,1
14933,53,13649,55,13,2,101,2.57,1
14934,72,12515,98,10,3,103,9.18,0
14935,62,13484,22,42,1,105,6.07,0
14936,69,7046,63,33,1,108,5.46,0
14937,72,5228,15,32,3,107,1.91,1
14938,57,10993,82,16,3,108,4.11,1
14939,88,5461,37,13,1,108,8.3,0
14940,59,7502,81,7,3,109,9.81,0
14941,47,3757,13,6,2,106,5.32,0
14942,91,14979,13,6,1,103,9.1,0
14943,92,6075,62,5,2,105,6.55,0
14944,62,13034,30,19,1,104,3.46,1
14945,71,12449,8,32,1,100,4.07,1
14946,37,4876,95,1,2,106,8.62,0
14947,35,8810,41,16,3,101,2.85,1
14948,66,4664,20,11,2,103,9.84,0
14949,52,5398,46,21,3,109,8.45,0
14950,83,8229,50,6,3,106,2.99,1
14951,81,9642,60,12,1,101,2.86,1
14952,74,848,8,45,3,104,3.3,1
14953,93,8126,16,11,1,108,3.53,1
14954,90,13996,46,41,3,105,6.21,0
14955,92,7003,72,20,3,107,3.39,1
14956,86,2145,6,8,2,106,2.57,1
14957,79,8750,93,42,2,107,1.64,1
14958,63,3602,53,31,2,106,9.88,0
14959,80,11431,47,24,1,106,4.06,1
14960,71,11709,57,5,1,102,7.8,0
14961,78,14630,32,39,1,104,5.36,0
14962,53,8913,68,40,1,102,6.76,0
14963,61,2218,10,49,2,105,7.0,0
14964,73,9307,39,47,3,101,9.45,0
14965,49,13168,61,27,3,100,2.66,1
14966,45,6765,37,25,3,102,2.16,1
14967,41,13967,82,42,2,101,4.8,1
14968,87,5117,61,47,2,101,2.14,1
14969,50,15841,65,9,2,105,3.97,1
14970,82,10970,66,9,3,104,7.37,0
14971,63,3299,25,40,2,100,7.37,0
14972,56,5941,51,33,3,102,7.71,0
14973,88,3873,41,17,2,105,4.83,1
14974,47,2462,44,49,1,108,7.25,0
14975,87,12928,74,9,2,101,3.71,1
14976,81,2205,63,43,3,106,7.62,0
14977,44,2180,15,2,3,109,9.59,0
14978,61,10791,67,4,3,105,2.76,1
14979,45,12268,46,46,3,107,4.82,1
14980,40,12359,68,26,1,106,5.6,0
14981,39,3576,86,47,2,107,3.45,1
14982,82,1178,18,42,1,105,8.06,0
14983,63,7824,19,9,2,105,7.79,0
14984,32,10732,80,4,1,104,8.31,0
14985,64,8284,57,19,3,103,9.54,0
14986,73,12016,91,48,2,107,7.72,0
14987,91,13366,81,31,2,109,9.11,0
14988,33,5409,76,38,3,106,2.1,1
14989,62,2225,20,43,2,100,9.27,0
14990,73,2267,22,26,2,106,6.84,0
14991,48,12055,45,35,3,108,2.83,1
14992,89,1227,35,2,3,109,2.84,1
14993,35,5500,67,40,1,107,3.49,1
14994,56,8646,81,14,2,106,2.46,1
14995,58,16311,7,37,2,106,8.39,0
14996,57,4428,27,2,1,109,8.44,0
14997,68,7660,40,25,2,109,3.2,1
14998,60,7790,89,31,3,100,6.34,0
14999,32,9632,65,47,1,108,9.25,0
15000,50,7953,92,26,2,109,5.9,0
15001,41,14948,50,49,2,102,9.29,0
15002,58,908,5,40,1,102,8.08,0
15003,71,5603,60,21,2,100,6.59,0
15004,81,8778,31,49,3,109,5.46,0
15005,78,14520,65,20,1,107,8.83,0
15006,36,2924,10,41,3,105,7.17,0
15007,74,3875,27,4,3,106,2.78,1
15008,54,1293,35,36,2,103,4.93,1
15009,75,8203,98,19,1,105,5.95,0
15010,94,10523,9,13,3,109,2.44,1
15011,37,4760,18,38,2,102,7.64,0
15012,33,9436,30,9,3,104,1.7,1
15013,49,4066,53,36,1,101,5.72,0
15014,50,1165,57,47,2,107,7.15,0
15015,93,3460,93,39,1,104,7.73,0
15016,70,5972,85,45,1,105,3.31,1
15017,39,15554,86,2,1,107,8.59,0
15018,84,7735,56,28,3,103,6.02,0
15019,42,13110,62,13,1,100,8.65,0
15020,47,1013,31,45,1,101,3.47,1
15021,71,15956,9,39,3,107,3.12,1
15022,51,2440,76,28,2,101,4.65,1
15023,32,897,57,48,2,105,1.73,1
15024,77,11342,33,31,2,108,9.8,0
15025,42,602,18,15,2,103,3.21,1
15026,90,5522,23,9,3,108,9.43,0
15027,56,9088,92,38,1,106,3.12,1
15028,60,11229,50,10,3,109,3.49,1
15029,82,8227,43,15,3,108,7.29,0
15030,65,2975,96,33,1,104,1.8,1
15031,45,8795,70,12,3,108,2.4,1
15032,65,1502,42,19,1,105,6.56,0
15033,50,13783,22,4,3,101,1.17,1
15034,57,9006,69,39,1,101,8.31,0
15035,83,7250,50,35,2,102,3.83,1
15036,38,8068,69,8,2,100,6.3,0
15037,89,15805,29,28,1,104,6.9,0
15038,77,1635,88,11,3,107,7.15,0
15039,60,12679,21,27,2,104,8.45,0
15040,81,8856,35,35,2,109,8.05,0
15041,52,10725,34,1,3,102,3.27,1
15042,88,10599,15,20,1,102,1.58,1
15043,87,4798,35,7,1,109,3.51,1
15044,65,10646,82,44,2,109,2.35,1
15045,48,4082,32,19,3,105,8.08,0
15046,69,9527,51,8,2,105,9.15,0
15047,57,12352,69,39,3,105,8.51,0
15048,80,1179,66,26,1,109,8.15,0
15049,78,2862,80,38,3,100,6.66,0
15050,89,7323,91,17,1,100,9.86,0
15051,46,6752,65,18,3,103,2.72,1
15052,51,9245,11,29,2,102,5.66,0
15053,85,3527,33,20,1,107,5.9,0
15054,30,12451,88,10,1,106,2.11,1
15055,83,11337,25,47,3,105,1.59,1
15056,45,3246,67,13,2,101,7.22,0
15057,52,15812,88,22,1,106,1.87,1
15058,59,2544,29,4,2,109,1.99,1
15059,93,1849,98,5,2,104,5.58,0
15060,67,567,82,44,2,109,7.14,0
15061,89,4876,25,14,2,109,7.61,0
15062,70,15092,59,11,2,108,9.92,0
15063,44,13046,25,6,2,109,8.05,0
15064,53,5089,87,7,1,108,1.75,1
15065,81,15255,13,31,1,101,3.59,1
15066,65,8027,90,17,1,104,8.25,0
15067,65,5941,24,30,3,104,7.63,0
15068,45,6160,11,22,1,107,4.56,1
15069,87,15190,75,26,3,106,6.6,0
15070,48,14146,49,5,3,102,3.96,1
15071,62,5297,29,22,2,107,7.48,0
15072,54,1897,87,3,2,105,6.06,0
15073,41,1273,57,40,3,104,5.03,0
15074,75,13660,85,5,3,107,9.17,0
15075,46,5026,50,18,3,107,2.97,1
15076,91,13678,54,40,3,105,2.95,1
15077,31,2562,29,15,3,108,7.32,0
15078,89,13167,76,23,2,101,4.19,1
15079,70,3770,35,40,1,100,2.71,1
15080,87,9805,15,2,3,108,5.5,0
15081,73,2073,18,11,3,109,2.82,1
15082,86,14690,89,14,2,103,4.14,1
15083,78,8447,77,5,3,104,8.62,0
15084,62,14783,50,20,1,100,7.99,0
15085,88,4362,39,42,3,106,1.37,1
15086,57,8139,73,38,1,107,5.58,0
15087,61,11284,71,11,2,103,1.88,1
15088,32,8632,16,13,1,103,2.23,1
15089,66,714,76,41,1,108,8.52,0
15090,88,7283,51,39,3,102,7.47,0
15091,80,12516,64,44,1,104,9.98,0
15092,51,16030,58,9,3,108,9.41,0
15093,85,10644,90,25,1,106,1.09,1
15094,68,5438,83,46,2,106,8.31,0
15095,73,8360,96,14,3,104,8.05,0
15096,39,10107,45,49,1,109,5.13,0
15097,85,5258,71,11,2,101,1.83,1
15098,72,1210,84,21,3,108,5.96,0
15099,65,5549,95,24,2,104,7.55,0
15100,86,8300,99,38,3,107,7.84,0
15101,31,15337,75,17,2,104,3.95,1
15102,49,574,14,39,2,101,8.94,0
15103,94,1144,95,21,1,100,2.97,1
15104,40,9141,71,44,1,104,2.01,1
15105,75,533,77,36,3,103,4.24,1
15106,94,8608,23,38,3,108,7.43,0
15107,94,9029,87,2,3,107,3.41,1
15108,59,5313,15,48,3,102,8.53,0
15109,94,11597,99,49,1,104,9.38,0
15110,43,13792,42,40,1,108,2.61,1
15111,65,3764,48,47,2,109,8.67,0
15112,40,9783,93,39,1,101,1.17,1
15113,30,14890,76,2,3,108,1.33,1
15114,32,12141,29,18,2,102,1.93,1
15115,73,7743,55,29,1,109,3.95,1
15116,85,9880,52,11,2,103,1.46,1
15117,65,15709,80,35,3,108,4.47,1
15118,39,2440,34,10,3,105,7.01,0
15119,93,12450,63,47,1,103,2.94,1
15120,83,9848,16,5,1,107,6.37,0
15121,62,857,15,36,2,101,7.22,0
15122,83,12203,66,13,1,108,3.77,1
15123,67,4190,26,22,3,108,5.5,0
15124,79,14293,31,34,3,101,2.35,1
15125,56,9827,39,35,2,109,4.93,1
15126,31,7972,79,44,1,109,4.96,1
15127,82,8206,86,27,2,101,6.79,0
15128,56,14203,76,28,1,103,4.27,1
15129,44,5101,67,8,1,100,5.39,0
15130,60,2902,75,5,3,104,8.96,0
15131,64,14067,44,33,3,103,7.02,0
15132,38,9750,64,14,3,101,8.65,0
15133,39,3265,91,25,1,109,7.98,0
15134,75,13979,42,48,3,109,5.34,0
15135,46,3107,94,22,3,100,8.1,0
15136,77,5197,89,44,2,105,5.15,0
15137,92,1176,53,48,2,106,9.13,0
15138,85,5708,20,20,1,103,3.91,1
15139,79,6280,23,39,1,105,8.37,0
15140,80,2217,39,5,2,102,9.33,0
15141,54,12534,46,3,1,102,2.67,1
15142,80,10936,13,6,2,100,5.58,0
15143,83,1952,41,41,3,104,7.57,0
15144,78,5126,85,1,3,108,1.08,1
15145,48,14907,44,21,3,103,3.79,1
15146,72,4140,90,36,1,104,8.9,0
15147,35,11981,90,48,1,108,1.83,1
15148,65,1291,33,37,1,109,1.21,1
15149,78,5277,99,42,3,100,8.39,0
15150,71,7422,61,44,2,100,7.73,0
15151,83,15601,89,40,2,108,8.94,0
15152,71,1008,27,34,3,105,8.62,0
15153,72,3754,28,10,3,108,9.64,0
15154,54,14547,54,11,3,105,4.88,1
15155,62,5567,88,42,1,104,7.47,0
15156,33,13006,25,43,2,106,7.25,0
15157,67,4589,23,9,1,101,4.6,1
15158,46,15412,43,22,3,103,9.26,0
15159,50,10808,94,17,1,108,9.56,0
15160,40,4882,88,26,1,106,3.78,1
15161,62,3717,27,18,1,107,1.7,1
15162,49,1737,57,36,1,106,6.98,0
15163,92,1388,6,12,3,109,9.13,0
15164,63,4791,63,45,2,108,9.86,0
15165,44,5498,97,33,3,104,3.15,1
15166,65,1914,50,49,1,108,5.03,0
15167,71,3446,58,7,1,100,6.66,0
15168,62,14425,10,34,2,103,9.67,0
15169,90,11836,60,2,2,107,2.28,1
15170,79,12259,49,13,2,102,8.48,0
15171,32,5335,82,28,1,102,5.27,0
15172,87,9910,68,43,3,109,2.59,1
15173,53,14833,17,27,1,105,7.73,0
15174,45,15782,9,41,1,106,4.68,1
15175,35,4833,31,4,3,104,3.17,1
15176,77,15452,43,2,2,102,8.08,0
15177,83,13817,96,22,2,104,4.08,1
15178,85,2959,52,42,1,101,9.05,0
15179,76,16094,20,2,1,106,7.43,0
15180,84,9605,50,49,2,105,7.77,0
15181,64,7840,39,26,3,107,3.16,1
15182,50,3290,90,11,3,101,5.91,0
15183,86,10363,27,5,1,108,2.9,1
15184,79,14106,43,5,1,104,6.46,0
15185,72,3544,97,44,2,101,5.1,0
15186,81,12025,86,23,2,100,5.64,0
15187,66,11704,28,8,3,106,1.42,1
15188,44,7479,72,7,1,102,1.53,1
15189,46,15931,49,45,1,109,6.42,0
15190,37,9485,14,36,1,101,8.3,0
15191,44,9774,76,16,1,101,1.16,1
15192,45,5285,36,34,1,109,7.99,0
15193,91,2332,84,24,3,108,1.48,1
15194,39,5473,59,26,3,100,7.5,0
15195,84,12867,10,4,2,105,2.6,1
15196,86,11058,49,12,1,106,6.29,0
15197,46,11646,37,33,1,102,2.44,1
15198,56,787,18,6,3,106,1.99,1
15199,60,1310,21,17,3,103,6.0,0
15200,76,15105,44,40,2,106,1.5,1
15201,86,13854,77,49,3,106,9.48,0
15202,87,8884,29,6,1,107,4.84,1
15203,39,9358,98,27,1,100,9.05,0
15204,64,14062,42,12,2,108,8.74,0
15205,62,13184,59,22,1,104,1.34,1
15206,68,762,88,12,2,107,3.98,1
15207,55,14301,88,28,2,104,7.52,0
15208,63,15474,27,29,3,109,2.56,1
15209,39,1210,30,42,3,107,2.19,1
15210,74,2493,91,11,3,109,3.13,1
15211,92,8088,55,9,3,104,6.37,0
15212,47,13576,77,43,3,108,4.04,1
15213,60,7544,32,25,3,101,8.01,0
15214,59,10639,66,47,1,105,7.7,0
15215,38,3523,15,27,3,104,2.51,1
15216,45,10233,70,25,1,107,2.61,1
15217,44,9534,66,11,1,107,7.07,0
15218,67,13252,41,20,2,103,5.33,0
15219,86,11042,79,46,3,103,8.35,0
15220,56,4663,80,11,3,104,8.3,0
15221,43,7719,41,31,1,100,8.1,0
15222,73,15110,49,44,1,109,6.24,0
15223,38,11390,5,35,1,102,7.84,0
15224,90,3381,23,2,1,103,4.1,1
15225,33,5537,51,38,2,105,6.12,0
15226,57,14144,30,25,2,107,5.89,0
15227,62,1239,21,47,3,107,8.26,0
15228,72,12789,42,11,3,104,7.26,0
15229,32,7917,18,12,2,105,9.49,0
15230,67,14315,73,14,1,103,9.68,0
15231,53,8801,85,8,2,105,8.03,0
15232,78,5423,95,36,3,102,8.87,0
15233,81,9195,39,20,2,101,8.31,0
15234,45,14484,67,11,3,108,6.92,0
15235,34,12941,75,40,1,105,6.46,0
15236,41,12310,65,5,2,105,8.2,0
15237,38,12440,87,43,1,104,3.82,1
15238,41,14069,90,7,2,100,6.71,0
15239,45,9130,44,5,1,102,4.25,1
15240,89,11167,12,10,2,102,4.55,1
15241,79,14364,48,41,2,104,1.55,1
15242,72,841,18,7,1,102,6.95,0
15243,78,12122,67,16,3,109,7.81,0
15244,75,10881,81,42,1,102,9.0,0
15245,45,5650,6,30,3,105,4.11,1
15246,59,16211,79,32,1,104,9.49,0
15247,34,1985,6,38,1,100,6.99,0
15248,68,11188,68,33,2,108,7.87,0
15249,34,10724,38,43,3,106,8.44,0
15250,63,14273,71,23,1,107,2.59,1
15251,91,929,82,4,2,108,2.81,1
15252,69,9503,10,44,2,107,2.51,1
15253,30,6627,29,10,1,106,5.92,0
15254,78,7946,36,27,3,101,9.58,0
15255,91,7496,29,42,3,102,3.58,1
15256,93,7828,58,32,3,108,5.93,0
15257,34,12023,52,16,1,107,9.36,0
15258,86,7960,51,38,3,101,1.09,1
15259,51,14757,97,43,3,106,2.02,1
15260,78,8840,55,45,3,109,8.18,0
15261,75,4580,84,49,1,105,6.98,0
15262,89,9846,75,2,3,102,5.43,0
15263,34,6007,82,39,3,105,4.24,1
15264,86,12351,30,19,3,109,6.16,0
15265,62,7096,27,20,1,107,7.73,0
15266,94,2809,50,47,2,106,8.92,0
15267,53,8743,8,2,3,108,5.98,0
15268,94,3749,79,18,2,109,7.99,0
15269,47,11320,70,44,1,102,1.68,1
15270,52,5343,8,43,3,103,4.04,1
15271,89,10686,64,6,3,109,3.02,1
15272,72,3709,30,49,3,108,6.17,0
15273,74,13264,23,11,3,100,8.34,0
15274,91,13494,10,29,3,108,2.47,1
15275,35,14670,66,29,1,105,1.66,1
15276,54,12272,72,7,3,106,7.48,0
15277,31,3301,78,27,1,108,4.56,1
15278,44,10992,33,2,3,108,7.14,0
15279,30,11300,32,43,2,105,3.48,1
15280,44,5699,96,9,1,107,8.61,0
15281,79,12133,27,24,3,104,5.95,0
15282,42,12629,78,43,1,104,6.81,0
15283,34,7555,69,4,1,100,5.52,0
15284,32,2264,58,35,2,100,2.82,1
15285,58,1789,47,47,3,100,9.7,0
15286,51,1497,58,46,3,109,6.48,0
15287,82,2234,66,47,2,100,9.68,0
15288,62,5682,13,34,1,107,2.23,1
15289,78,14715,83,30,1,103,2.62,1
15290,76,13923,33,30,1,107,4.35,1
15291,42,9143,21,4,1,109,7.08,0
15292,42,12364,96,36,1,107,8.92,0
15293,67,8222,17,48,3,102,5.14,0
15294,51,2429,46,5,3,100,3.55,1
15295,91,3176,13,19,1,104,4.62,1
15296,43,13595,49,4,1,102,7.64,0
15297,63,16195,44,36,1,102,2.28,1
15298,86,4550,19,40,2,107,6.05,0
15299,88,7604,85,33,3,100,9.22,0
15300,62,11218,64,18,1,106,2.46,1
15301,87,7972,60,20,3,104,9.37,0
15302,77,7161,38,18,2,107,2.42,1
15303,62,1590,22,34,1,108,9.22,0
15304,45,1866,87,44,1,100,6.81,0
15305,79,561,82,12,2,106,4.07,1
15306,61,16173,17,43,1,108,1.65,1
15307,59,2890,71,27,2,106,1.65,1
15308,81,14766,56,10,2,103,1.52,1
15309,59,1295,33,35,1,104,8.48,0
15310,35,1519,15,20,2,105,8.11,0
15311,82,7911,23,24,3,101,7.53,0
15312,54,7238,33,8,1,109,8.28,0
15313,71,15319,79,40,2,100,8.93,0
15314,86,2332,98,42,1,105,4.25,1
15315,89,9028,27,21,1,106,9.24,0
15316,51,7477,32,30,1,109,3.24,1
15317,32,1878,79,18,3,103,9.06,0
15318,31,10080,83,6,3,107,7.42,0
15319,58,5576,39,36,3,108,4.6,1
15320,71,9281,96,17,1,106,2.21,1
15321,36,5969,47,18,2,103,4.28,1
15322,70,8861,72,9,3,105,3.49,1
15323,62,4459,45,7,1,106,9.85,0
15324,91,5796,38,10,2,107,8.3,0
15325,56,6005,87,7,2,108,1.59,1
15326,94,15545,78,43,2,104,7.22,0
15327,88,3295,11,40,3,103,7.31,0
15328,91,8849,54,8,1,105,2.19,1
15329,32,15000,94,42,3,101,1.53,1
15330,81,9680,46,38,1,105,4.46,1
15331,45,6767,14,23,2,102,6.99,0
15332,68,11587,88,19,3,102,3.61,1
15333,77,2086,8,12,2,106,6.8,0
15334,53,9068,30,40,2,104,5.83,0
15335,83,2341,70,30,2,104,4.66,1
15336,56,13854,50,26,1,104,7.66,0
15337,48,15844,59,7,2,106,7.51,0
15338,55,4804,87,7,2,108,4.17,1
15339,35,1373,17,30,3,106,3.48,1
15340,65,5221,10,14,1,100,2.12,1
15341,64,3080,65,26,3,106,5.25,0
15342,74,1661,94,10,1,109,3.05,1
15343,50,2308,19,44,1,109,1.3,1
15344,30,5875,39,36,3,104,8.62,0
15345,82,4430,91,15,3,107,8.97,0
15346,40,8139,13,30,1,103,1.48,1
15347,44,10338,6,15,3,106,5.25,0
15348,66,11032,70,20,1,101,8.9,0
15349,37,9934,32,26,1,108,9.22,0
15350,92,7694,88,45,1,103,2.86,1
15351,74,8683,48,26,1,100,3.61,1
15352,92,4680,12,31,1,100,7.41,0
15353,71,8293,52,10,2,104,1.48,1
15354,86,6828,58,29,3,108,1.89,1
15355,51,11697,59,2,3,102,4.82,1
15356,63,12089,45,10,1,108,4.38,1
15357,44,3425,47,14,1,109,5.93,0
15358,78,2357,91,22,3,102,6.76,0
15359,76,3998,99,7,1,103,5.98,0
15360,76,9320,35,33,1,102,3.17,1
15361,33,3176,64,21,2,105,4.91,1
